Booking_ID,Hotel_Name,Booking_Date,Check_In_Date,Check_Out_Date,Customer_Nationality,Booking_Platform,Room_Type_Booked,Number_of_Adults,Number_of_Children,Number_of_Nights,Total_Guests,Room_Price_Per_Night,Total_Price,Meal_Plan,Cancellation_Policy,Lead_Time,Previous_Cancellations,Previous_Bookings_Not_Canceled,Special_Requests,Payment_Method,Is_Repeated_Guest,Deposit_Type,Average_Daily_Rate,Is_Weekend_Stay,Required_Car_Parking_Spaces,Total_Special_Requests,Customer_Rating,Cancellation_Status
BK002182,Boutique Hotel Central,2024-02-12,2024-09-21,2024-10-03,Mexico,Travel Agency,Twin Room,2,3,12,5,298.8,3585.6,Full Board,Flexible,222,4,3,High Floor,Corporate Billing,1,No Deposit,298.8,1,2,1,9.0,1
BK002183,Grand Plaza Hotel,2024-01-19,2025-01-04,2025-01-12,USA,Agoda,Family Room,4,3,8,7,882.0,7056.0,Room Only,Strict,351,1,0,None,Cash on Arrival,0,No Deposit,882.0,1,2,0,,1
BK002184,Budget Stay Inn,2023-09-05,2023-12-25,2023-12-29,South Korea,Agoda,Studio,4,1,4,5,626.6,2506.4,Bed & Breakfast,Moderate,111,4,6,"Early Check-in, None",Debit Card,0,No Deposit,626.6,0,0,2,,0
BK002185,Budget Stay Inn,2024-01-21,2024-12-02,2024-12-16,China,Agoda,Executive Suite,2,3,14,5,805.0,11270.0,Bed & Breakfast,Moderate,316,1,8,"Airport Pickup, None",Debit Card,0,No Deposit,805.0,0,0,2,,0
BK002186,Airport Hotel,2024-12-06,2024-12-06,2024-12-08,Spain,Phone Booking,Family Room,2,1,2,3,619.2,1238.4,Half Board,Strict,0,1,3,"Baby Cot, High Floor",Credit Card,0,Partial,619.2,1,0,2,,0
BK002187,Budget Stay Inn,2023-12-06,2024-05-18,2024-06-01,UK,Corporate Account,Executive Suite,3,1,14,4,697.5,9765.0,Room Only,Non-refundable,164,2,6,None,Debit Card,0,Partial,697.5,1,0,0,,0
BK002188,Luxury Palace,2023-10-19,2024-02-21,2024-02-25,Brazil,Agoda,Suite,4,1,4,5,290.0,1160.0,Full Board,Non-refundable,125,3,7,Late Checkout,Credit Card,1,Full,290.0,0,2,1,3.0,0
BK002189,Luxury Palace,2023-11-02,2024-07-03,2024-07-04,Mexico,Kayak,Standard,2,2,1,4,106.0,106.0,Bed & Breakfast,Non-refundable,244,0,5,"Airport Pickup, Early Check-in",Cash on Arrival,1,Partial,106.0,0,1,2,1.0,0
BK002190,Modern Stays,2023-11-01,2023-11-28,2023-12-01,Mexico,Kayak,Executive Suite,1,3,3,4,805.0,2415.0,Half Board,Moderate,27,3,7,"Airport Pickup, Baby Cot, Early Check-in",Credit Card,1,Partial,805.0,0,0,3,6.0,0
BK002191,City Center Inn,2024-06-04,2025-05-09,2025-05-15,Brazil,Hotels.com,Executive Suite,4,0,6,4,560.0,3360.0,All Inclusive,Non-refundable,339,2,5,"Late Checkout, None, Early Check-in",Debit Card,1,Full,560.0,1,2,3,4.0,0
BK002192,Modern Stays,2024-06-02,2025-01-06,2025-01-07,China,Phone Booking,Presidential Suite,3,0,1,3,784.0,784.0,All Inclusive,Moderate,218,1,6,"Early Check-in, Extra Bed, Connecting Rooms",Debit Card,0,Full,784.0,0,1,3,,0
BK002193,Seaside Resort,2023-05-14,2023-07-04,2023-07-07,India,Trivago,Studio,1,0,3,1,322.4,967.2,All Inclusive,Strict,51,4,5,Early Check-in,Credit Card,0,No Deposit,322.4,0,0,1,,0
BK002194,Luxury Palace,2024-12-16,2025-03-09,2025-03-12,Mexico,Direct Booking,Studio,3,3,3,6,302.9,908.7,Bed & Breakfast,Moderate,83,2,6,"Baby Cot, None, Early Check-in",Cash on Arrival,0,Full,302.9,1,0,3,,0
BK002195,Boutique Hotel Central,2024-10-20,2025-07-26,2025-08-06,Italy,Booking.com,Presidential Suite,3,0,11,3,973.0,10703.0,All Inclusive,Flexible,279,3,1,Early Check-in,Cash on Arrival,1,No Deposit,973.0,1,1,1,7.0,1
BK002196,Heritage Hotel,2023-11-29,2024-08-18,2024-08-25,Brazil,Kayak,Studio,3,3,7,6,231.4,1619.8,All Inclusive,Moderate,263,0,9,"Airport Pickup, Extra Bed, Late Checkout",Credit Card,0,Partial,231.4,1,0,3,,0
BK002197,Mountain View Lodge,2024-03-03,2024-04-14,2024-04-21,Spain,Agoda,Standard,1,3,7,4,245.0,1715.0,Half Board,Strict,42,5,7,"Early Check-in, Airport Pickup, Late Checkout",Corporate Billing,1,No Deposit,245.0,1,1,3,8.0,1
BK002198,Mountain View Lodge,2023-09-18,2024-05-15,2024-05-22,Germany,Booking.com,Standard,1,3,7,4,348.0,2436.0,Full Board,Strict,240,4,6,Early Check-in,Corporate Billing,0,No Deposit,348.0,0,1,1,,1
BK002199,Airport Hotel,2023-11-29,2024-01-22,2024-01-25,Canada,Travel Agency,Executive Suite,3,0,3,3,1185.0,3555.0,All Inclusive,Non-refundable,54,2,0,Late Checkout,Debit Card,1,Full,1185.0,0,1,1,4.0,0
BK002200,Budget Stay Inn,2023-02-12,2023-03-16,2023-03-24,USA,Direct Booking,Twin Room,2,0,8,2,477.6,3820.8,Half Board,Strict,32,1,3,"None, Extra Bed, Baby Cot",Corporate Billing,1,Partial,477.6,0,2,3,6.0,1
BK002201,Spa & Wellness Resort,2023-10-12,2023-11-16,2023-11-20,Germany,Phone Booking,Standard,4,0,4,4,390.0,1560.0,Full Board,Non-refundable,35,4,7,Early Check-in,PayPal,0,Full,390.0,0,0,1,,0
BK002202,Luxury Palace,2024-09-16,2025-02-01,2025-02-10,USA,Travel Agency,Presidential Suite,1,3,9,4,644.0,5796.0,Half Board,Non-refundable,138,5,7,"None, Early Check-in",PayPal,1,Full,644.0,1,0,2,3.0,0
BK002203,Spa & Wellness Resort,2024-10-05,2025-07-12,2025-07-13,Canada,Hotels.com,Standard,2,2,1,4,218.0,218.0,Bed & Breakfast,Flexible,280,1,1,"Airport Pickup, Baby Cot",Cash on Arrival,1,No Deposit,218.0,1,0,2,7.0,1
BK002204,City Center Inn,2023-04-09,2024-01-22,2024-02-03,Italy,Kayak,Double Room,3,3,12,6,346.5,4158.0,Half Board,Strict,288,0,10,"Extra Bed, Early Check-in",Bank Transfer,1,Full,346.5,0,2,2,5.0,0
BK002205,Boutique Hotel Central,2024-06-18,2024-08-23,2024-09-06,China,Corporate Account,Single Room,4,2,14,6,120.6,1688.4,All Inclusive,Non-refundable,66,1,3,Airport Pickup,Bank Transfer,0,Full,120.6,1,1,1,,0
BK002206,Luxury Palace,2024-09-29,2025-02-19,2025-02-22,Italy,Hotels.com,Double Room,3,1,3,4,143.0,429.0,Full Board,Moderate,143,5,0,"Connecting Rooms, Extra Bed, Early Check-in",Debit Card,0,No Deposit,143.0,0,2,3,,0
BK002207,Seaside Resort,2024-04-24,2025-01-25,2025-02-03,Canada,Travel Agency,Suite,4,2,9,6,1000.0,9000.0,Half Board,Strict,276,3,9,None,Bank Transfer,0,No Deposit,1000.0,1,1,0,,1
BK002208,City Center Inn,2024-10-31,2025-06-30,2025-07-02,Italy,Phone Booking,Single Room,1,1,2,2,150.3,300.6,Bed & Breakfast,Non-refundable,242,5,9,None,Credit Card,1,Partial,150.3,0,1,0,10.0,1
BK002209,Boutique Hotel Central,2023-10-15,2024-06-09,2024-06-17,China,Corporate Account,Executive Suite,1,3,8,4,737.5,5900.0,Full Board,Strict,238,2,3,None,Cash on Arrival,0,Partial,737.5,1,2,0,,1
BK002210,Boutique Hotel Central,2023-03-09,2023-09-05,2023-09-15,UK,Corporate Account,Double Room,1,2,10,3,295.9,2959.0,All Inclusive,Non-refundable,180,1,6,Early Check-in,Cash on Arrival,1,Full,295.9,0,2,1,3.0,0
BK002211,Heritage Hotel,2024-05-05,2024-11-25,2024-11-27,Canada,Direct Booking,Studio,4,0,2,4,223.6,447.2,Room Only,Flexible,204,5,5,None,Cash on Arrival,0,No Deposit,223.6,0,2,0,,1
BK002212,Boutique Hotel Central,2024-06-19,2025-05-14,2025-05-21,South Korea,Expedia,Single Room,2,0,7,2,370.8,2595.6,Full Board,Flexible,329,3,6,None,Credit Card,0,No Deposit,370.8,0,0,0,,1
BK002213,Mountain View Lodge,2024-08-26,2025-06-06,2025-06-09,Spain,Trivago,Studio,2,1,3,3,286.0,858.0,All Inclusive,Non-refundable,284,5,4,"None, Extra Bed, High Floor",PayPal,0,Full,286.0,1,1,3,,0
BK002214,Spa & Wellness Resort,2024-02-28,2024-11-19,2024-12-02,India,Direct Booking,Family Room,3,2,13,5,779.4,10132.2,Full Board,Flexible,265,3,7,Extra Bed,Debit Card,0,No Deposit,779.4,0,1,1,,1
BK002215,Grand Plaza Hotel,2024-11-28,2025-05-09,2025-05-17,Brazil,Booking.com,Presidential Suite,2,0,8,2,1218.0,9744.0,Full Board,Moderate,162,4,4,"Early Check-in, None",PayPal,1,Full,1218.0,1,2,2,4.0,0
BK002216,Airport Hotel,2024-05-09,2024-06-04,2024-06-15,Mexico,Expedia,Suite,2,2,11,4,210.0,2310.0,Bed & Breakfast,Non-refundable,26,4,7,None,PayPal,1,Full,210.0,0,2,0,3.0,0
BK002217,Budget Stay Inn,2024-04-06,2025-02-16,2025-02-24,Japan,Booking.com,Suite,2,2,8,4,982.0,7856.0,Half Board,Strict,316,3,8,"Early Check-in, Late Checkout",Bank Transfer,1,No Deposit,982.0,1,0,2,9.0,0
BK002218,Luxury Palace,2023-11-02,2023-11-13,2023-11-15,Spain,Direct Booking,Suite,3,3,2,6,382.0,764.0,Full Board,Moderate,11,0,5,"High Floor, Late Checkout, Baby Cot",Debit Card,0,No Deposit,382.0,0,0,3,,1
BK002219,Luxury Palace,2024-07-26,2024-11-09,2024-11-21,USA,Agoda,Studio,1,2,12,3,475.8,5709.6,Half Board,Strict,106,5,2,Late Checkout,Debit Card,1,No Deposit,475.8,1,2,1,8.0,0
BK002220,Airport Hotel,2024-07-04,2024-11-07,2024-11-17,Spain,Hotels.com,Standard,4,1,10,5,233.0,2330.0,Half Board,Non-refundable,126,3,4,"Airport Pickup, High Floor, None",PayPal,1,Full,233.0,0,2,3,8.0,0
BK002221,Spa & Wellness Resort,2023-04-28,2023-12-01,2023-12-03,Italy,Booking.com,Presidential Suite,1,1,2,2,574.0,1148.0,Room Only,Flexible,217,3,9,None,Corporate Billing,1,Partial,574.0,1,0,0,7.0,0
BK002222,Heritage Hotel,2024-05-06,2024-11-19,2024-12-01,Mexico,Booking.com,Studio,3,1,12,4,565.5,6786.0,Full Board,Non-refundable,197,2,0,Airport Pickup,Cash on Arrival,1,Partial,565.5,0,2,1,6.0,0
BK002223,Grand Plaza Hotel,2023-06-05,2024-01-08,2024-01-22,Brazil,Corporate Account,Standard,4,1,14,5,139.0,1946.0,All Inclusive,Moderate,217,3,6,"Baby Cot, None, Early Check-in",Corporate Billing,1,Full,139.0,0,1,3,4.0,1
BK002224,Business Suites,2024-02-08,2024-06-10,2024-06-15,Canada,Booking.com,Suite,2,1,5,3,856.0,4280.0,Bed & Breakfast,Strict,123,4,9,None,Credit Card,0,Partial,856.0,0,1,0,,0
BK002225,Luxury Palace,2024-05-14,2024-11-13,2024-11-23,India,Booking.com,Deluxe,4,3,10,7,591.0,5910.0,Room Only,Strict,183,1,10,"Early Check-in, Connecting Rooms",Bank Transfer,0,No Deposit,591.0,0,0,2,,0
BK002226,City Center Inn,2023-09-09,2024-03-06,2024-03-08,Italy,Travel Agency,Twin Room,3,3,2,6,284.4,568.8,Bed & Breakfast,Non-refundable,179,0,1,"Late Checkout, Baby Cot, Extra Bed",Bank Transfer,0,No Deposit,284.4,0,2,3,,0
BK002227,Business Suites,2024-10-20,2025-05-03,2025-05-13,Brazil,Corporate Account,Presidential Suite,2,1,10,3,1148.0,11480.0,Full Board,Non-refundable,195,2,1,"None, Baby Cot",Debit Card,1,No Deposit,1148.0,1,0,2,8.0,0
BK002228,Modern Stays,2023-08-02,2023-12-18,2023-12-31,Germany,Travel Agency,Single Room,4,3,13,7,136.8,1778.4,Bed & Breakfast,Moderate,138,4,0,"Baby Cot, Connecting Rooms",Debit Card,0,No Deposit,136.8,0,1,2,,1
BK002229,Modern Stays,2024-12-13,2025-01-24,2025-01-30,Brazil,Kayak,Executive Suite,2,1,6,3,657.5,3945.0,Room Only,Flexible,42,2,9,"Baby Cot, Early Check-in, Airport Pickup",Debit Card,0,No Deposit,657.5,1,2,3,,1
BK002230,Grand Plaza Hotel,2024-08-20,2025-01-31,2025-02-05,Australia,Kayak,Double Room,4,3,5,7,140.8,704.0,All Inclusive,Moderate,164,0,8,"None, Baby Cot",Credit Card,1,Full,140.8,1,0,2,4.0,0
BK002231,Seaside Resort,2023-09-14,2024-01-09,2024-01-16,Italy,Trivago,Twin Room,2,0,7,2,586.8,4107.6,Room Only,Non-refundable,117,4,1,"Extra Bed, None, Early Check-in",Corporate Billing,1,Full,586.8,0,1,3,5.0,0
BK002232,Budget Stay Inn,2023-02-24,2023-09-20,2023-10-01,Japan,Booking.com,Suite,4,1,11,5,410.0,4510.0,Room Only,Strict,208,2,2,None,Bank Transfer,0,No Deposit,410.0,0,0,1,,1
BK002233,Boutique Hotel Central,2024-03-18,2024-09-05,2024-09-16,India,Corporate Account,Standard,3,1,11,4,166.0,1826.0,Half Board,Flexible,171,0,4,None,Bank Transfer,1,No Deposit,166.0,0,0,1,7.0,1
BK002234,Spa & Wellness Resort,2024-08-02,2024-10-13,2024-10-14,UK,Hotels.com,Twin Room,2,1,1,3,549.6,549.6,All Inclusive,Moderate,72,1,2,Early Check-in,Credit Card,0,Full,549.6,1,0,1,,0
BK002235,Spa & Wellness Resort,2023-05-14,2023-08-16,2023-08-27,Canada,Booking.com,Presidential Suite,4,1,11,5,1452.5,15977.5,Room Only,Flexible,94,5,9,None,Credit Card,0,Partial,1452.5,0,1,0,,1
BK002236,City Center Inn,2023-08-17,2024-06-06,2024-06-08,Australia,Direct Booking,Suite,3,1,2,4,688.0,1376.0,Full Board,Flexible,294,1,2,Early Check-in,PayPal,1,No Deposit,688.0,0,1,1,5.0,1
BK002237,Luxury Palace,2023-11-02,2024-04-02,2024-04-12,Italy,Hotels.com,Standard,2,2,10,4,378.0,3780.0,All Inclusive,Non-refundable,152,3,3,"Airport Pickup, High Floor",Credit Card,1,Partial,378.0,0,1,2,10.0,0
BK002238,City Center Inn,2023-10-11,2024-09-13,2024-09-23,Japan,Corporate Account,Suite,4,1,10,5,524.0,5240.0,Full Board,Flexible,338,2,2,"Connecting Rooms, Airport Pickup, Baby Cot",Cash on Arrival,0,No Deposit,524.0,1,1,3,,0
BK002239,Business Suites,2023-09-10,2024-08-02,2024-08-11,USA,Phone Booking,Twin Room,4,2,9,6,159.6,1436.4,Half Board,Non-refundable,327,2,3,Connecting Rooms,Cash on Arrival,1,Partial,159.6,1,1,1,7.0,0
BK002240,Luxury Palace,2024-03-20,2024-08-29,2024-09-09,Australia,Corporate Account,Family Room,4,1,11,5,846.0,9306.0,All Inclusive,Strict,162,5,3,Early Check-in,Debit Card,1,No Deposit,846.0,0,2,1,2.0,1
BK002241,Seaside Resort,2023-06-10,2024-05-03,2024-05-11,South Korea,Hotels.com,Family Room,2,2,8,4,392.4,3139.2,Bed & Breakfast,Strict,328,3,8,"Connecting Rooms, Extra Bed",Corporate Billing,0,No Deposit,392.4,1,0,2,,1
BK002242,Boutique Hotel Central,2023-05-31,2023-10-29,2023-11-08,Italy,Phone Booking,Family Room,1,3,10,4,232.2,2322.0,Half Board,Moderate,151,5,8,None,Credit Card,1,Partial,232.2,1,2,0,10.0,1
BK002243,City Center Inn,2023-01-24,2023-10-05,2023-10-18,Australia,Kayak,Suite,4,0,13,4,642.0,8346.0,Bed & Breakfast,Flexible,254,0,4,"Baby Cot, Early Check-in, High Floor",Credit Card,0,No Deposit,642.0,0,1,3,,1
BK002244,Seaside Resort,2023-05-15,2023-07-16,2023-07-21,Spain,Direct Booking,Studio,3,3,5,6,367.9,1839.5,Bed & Breakfast,Strict,62,5,4,Airport Pickup,Bank Transfer,1,No Deposit,367.9,1,1,1,6.0,0
BK002245,Budget Stay Inn,2023-05-23,2024-03-17,2024-03-31,UAE,Phone Booking,Executive Suite,1,1,14,2,705.0,9870.0,All Inclusive,Strict,299,4,10,None,Corporate Billing,0,No Deposit,705.0,1,1,0,,1
BK002246,Luxury Palace,2023-10-27,2024-08-12,2024-08-20,UK,Phone Booking,Twin Room,4,0,8,4,348.0,2784.0,All Inclusive,Moderate,290,1,5,Extra Bed,Credit Card,0,Full,348.0,0,0,1,,1
BK002247,Spa & Wellness Resort,2023-01-29,2023-03-28,2023-04-04,UAE,Direct Booking,Studio,3,0,7,3,609.7,4267.9,Room Only,Moderate,58,1,3,"Early Check-in, Extra Bed",Bank Transfer,1,Partial,609.7,0,2,2,7.0,0
BK002248,Seaside Resort,2023-10-16,2023-11-08,2023-11-22,China,Trivago,Executive Suite,1,0,14,1,290.0,4060.0,Full Board,Non-refundable,23,4,3,None,Credit Card,1,Full,290.0,0,0,0,1.0,0
BK002249,Spa & Wellness Resort,2024-11-01,2025-10-30,2025-11-09,Brazil,Expedia,Standard,1,2,10,3,415.0,4150.0,Bed & Breakfast,Flexible,363,1,8,"Connecting Rooms, None, Late Checkout",Cash on Arrival,0,Partial,415.0,0,0,3,,0
BK002250,Spa & Wellness Resort,2023-02-10,2023-06-16,2023-06-21,Canada,Expedia,Family Room,3,2,5,5,421.2,2106.0,All Inclusive,Strict,126,1,0,High Floor,Debit Card,0,No Deposit,421.2,1,2,1,,0
BK002251,Heritage Hotel,2023-04-09,2023-12-13,2023-12-27,Mexico,Phone Booking,Deluxe,2,3,14,5,165.0,2310.0,Room Only,Strict,248,3,1,None,Bank Transfer,0,No Deposit,165.0,0,0,0,,0
BK002252,Seaside Resort,2024-08-19,2025-08-03,2025-08-08,Mexico,Booking.com,Suite,3,3,5,6,844.0,4220.0,Room Only,Moderate,349,4,8,None,PayPal,0,No Deposit,844.0,1,2,0,,1
BK002253,Heritage Hotel,2023-11-03,2024-04-13,2024-04-16,Mexico,Kayak,Deluxe,2,3,3,5,484.5,1453.5,All Inclusive,Strict,162,3,6,"Connecting Rooms, Extra Bed",Cash on Arrival,0,No Deposit,484.5,1,0,2,,1
BK002254,Heritage Hotel,2024-05-26,2024-10-27,2024-11-06,UK,Hotels.com,Deluxe,3,1,10,4,310.5,3105.0,Bed & Breakfast,Flexible,154,2,4,None,Credit Card,0,No Deposit,310.5,1,1,0,,1
BK002255,Grand Plaza Hotel,2024-02-25,2024-12-26,2025-01-06,Spain,Agoda,Twin Room,1,3,11,4,432.0,4752.0,Half Board,Strict,305,2,2,"Airport Pickup, Connecting Rooms",Corporate Billing,1,Partial,432.0,0,0,2,6.0,1
BK002256,Modern Stays,2023-03-08,2024-03-04,2024-03-12,China,Trivago,Studio,3,2,8,5,387.4,3099.2,Full Board,Strict,362,4,9,None,Credit Card,1,No Deposit,387.4,0,2,1,8.0,1
BK002257,Business Suites,2024-11-10,2025-06-03,2025-06-07,France,Corporate Account,Single Room,3,1,4,4,156.6,626.4,Full Board,Flexible,205,3,2,"Connecting Rooms, Extra Bed, High Floor",PayPal,1,No Deposit,156.6,0,1,3,3.0,1
BK002258,Heritage Hotel,2023-02-13,2023-03-27,2023-04-01,South Korea,Travel Agency,Deluxe,2,0,5,2,748.5,3742.5,Full Board,Non-refundable,42,1,4,None,Corporate Billing,1,Full,748.5,0,0,0,3.0,0
BK002259,Luxury Palace,2024-02-23,2024-11-26,2024-12-06,USA,Travel Agency,Deluxe,4,1,10,5,531.0,5310.0,Bed & Breakfast,Flexible,277,3,6,Late Checkout,Cash on Arrival,0,No Deposit,531.0,0,2,1,,1
BK002260,City Center Inn,2023-05-27,2024-03-04,2024-03-07,Canada,Agoda,Single Room,2,2,3,4,77.4,232.2,All Inclusive,Strict,282,3,5,Late Checkout,PayPal,1,No Deposit,77.4,0,1,1,9.0,1
BK002261,Spa & Wellness Resort,2023-04-29,2023-08-23,2023-08-29,Mexico,Expedia,Deluxe,2,2,6,4,631.5,3789.0,Room Only,Strict,116,1,5,"Airport Pickup, Extra Bed, High Floor",Cash on Arrival,0,Full,631.5,0,0,3,,0
BK002262,Luxury Palace,2023-10-24,2023-12-23,2024-01-03,India,Corporate Account,Double Room,1,3,11,4,382.8,4210.8,Bed & Breakfast,Flexible,60,1,8,None,Credit Card,0,Partial,382.8,1,0,0,,0
BK002263,Modern Stays,2023-12-04,2024-04-06,2024-04-11,UK,Phone Booking,Presidential Suite,2,0,5,2,1452.5,7262.5,Half Board,Strict,124,3,8,"Baby Cot, Airport Pickup, High Floor",Corporate Billing,0,No Deposit,1452.5,1,0,3,,1
BK002264,Boutique Hotel Central,2024-11-21,2025-09-01,2025-09-11,Australia,Booking.com,Twin Room,2,2,10,4,400.8,4008.0,All Inclusive,Flexible,284,5,3,"Extra Bed, High Floor, Baby Cot",Credit Card,0,Partial,400.8,0,2,3,,0
BK002265,Modern Stays,2024-03-31,2024-08-06,2024-08-10,South Korea,Hotels.com,Studio,1,2,4,3,644.8,2579.2,Half Board,Strict,128,2,7,"Early Check-in, High Floor",Credit Card,1,No Deposit,644.8,0,2,2,7.0,0
BK002266,Luxury Palace,2024-08-03,2025-06-25,2025-06-26,India,Travel Agency,Presidential Suite,2,3,1,5,304.5,304.5,Full Board,Flexible,326,5,0,"High Floor, Late Checkout, Connecting Rooms",Debit Card,0,No Deposit,304.5,0,1,3,,1
BK002267,Grand Plaza Hotel,2023-03-26,2023-10-16,2023-10-22,Canada,Kayak,Twin Room,1,1,6,2,352.8,2116.8,All Inclusive,Flexible,204,2,9,None,Debit Card,1,No Deposit,352.8,0,0,0,6.0,1
BK002268,Luxury Palace,2024-09-22,2025-08-02,2025-08-05,Brazil,Phone Booking,Twin Room,3,2,3,5,280.8,842.4,Full Board,Non-refundable,314,1,5,None,Cash on Arrival,1,Full,280.8,1,0,0,7.0,0
BK002269,Airport Hotel,2024-06-08,2024-06-10,2024-06-23,USA,Travel Agency,Deluxe,4,1,13,5,355.5,4621.5,Room Only,Strict,2,2,3,"Extra Bed, Airport Pickup, Early Check-in",PayPal,1,No Deposit,355.5,0,2,3,9.0,0
BK002270,Budget Stay Inn,2024-07-30,2025-02-08,2025-02-09,Canada,Travel Agency,Suite,3,3,1,6,222.0,222.0,Bed & Breakfast,Moderate,193,1,10,High Floor,Corporate Billing,1,No Deposit,222.0,1,0,1,8.0,0
BK002271,Mountain View Lodge,2024-06-21,2025-01-05,2025-01-09,USA,Travel Agency,Standard,2,3,4,5,280.0,1120.0,Bed & Breakfast,Flexible,198,3,2,None,Bank Transfer,1,Full,280.0,1,2,0,3.0,1
BK002272,Seaside Resort,2024-02-22,2024-10-16,2024-10-25,Mexico,Agoda,Deluxe,3,1,9,4,573.0,5157.0,Bed & Breakfast,Non-refundable,237,3,9,Baby Cot,Credit Card,1,Partial,573.0,0,0,1,3.0,0
BK002273,Seaside Resort,2023-08-25,2024-06-20,2024-06-23,Japan,Booking.com,Executive Suite,3,0,3,3,435.0,1305.0,Bed & Breakfast,Flexible,300,3,1,None,Credit Card,0,No Deposit,435.0,0,0,0,,1
BK002274,City Center Inn,2024-05-16,2025-03-21,2025-03-29,UK,Phone Booking,Standard,1,0,8,1,410.0,3280.0,Room Only,Moderate,309,5,9,"Connecting Rooms, None",Bank Transfer,0,No Deposit,410.0,1,1,2,,1
BK002275,Modern Stays,2024-11-24,2025-04-16,2025-04-28,Italy,Expedia,Single Room,3,2,12,5,348.3,4179.6,Half Board,Flexible,143,5,7,Late Checkout,Credit Card,1,Partial,348.3,0,1,1,6.0,1
BK002276,City Center Inn,2023-03-26,2023-10-09,2023-10-20,Brazil,Kayak,Double Room,1,2,11,3,273.9,3012.9,Full Board,Strict,197,3,4,Baby Cot,Credit Card,0,No Deposit,273.9,0,1,1,,1
BK002277,Spa & Wellness Resort,2024-12-17,2025-02-08,2025-02-10,Brazil,Kayak,Double Room,4,3,2,7,488.4,976.8,Full Board,Strict,53,0,5,Baby Cot,Corporate Billing,1,No Deposit,488.4,1,0,1,5.0,0
BK002278,Modern Stays,2024-10-25,2025-04-07,2025-04-15,Japan,Booking.com,Twin Room,1,0,8,1,190.8,1526.4,Bed & Breakfast,Moderate,164,0,10,None,Bank Transfer,1,No Deposit,190.8,0,2,0,3.0,0
BK002279,Budget Stay Inn,2024-10-09,2025-05-15,2025-05-19,France,Direct Booking,Suite,2,1,4,3,860.0,3440.0,Full Board,Flexible,218,4,5,Extra Bed,Debit Card,1,Partial,860.0,0,2,1,8.0,1
BK002280,Budget Stay Inn,2023-03-27,2023-05-08,2023-05-13,South Korea,Agoda,Studio,3,1,5,4,118.3,591.5,Room Only,Flexible,42,5,3,"High Floor, Connecting Rooms, Extra Bed",Cash on Arrival,0,Partial,118.3,0,2,3,,0
BK002281,City Center Inn,2023-05-27,2023-10-06,2023-10-13,France,Phone Booking,Single Room,4,3,7,7,353.7,2475.9,Bed & Breakfast,Moderate,132,3,8,"Extra Bed, Late Checkout",Corporate Billing,0,Partial,353.7,1,1,2,,0
BK002282,Spa & Wellness Resort,2023-03-15,2023-09-05,2023-09-09,Mexico,Trivago,Suite,1,0,4,1,260.0,1040.0,Half Board,Flexible,174,3,5,Connecting Rooms,Bank Transfer,1,No Deposit,260.0,0,1,1,6.0,0
BK002283,Business Suites,2023-03-07,2023-05-19,2023-05-27,Canada,Travel Agency,Presidential Suite,3,1,8,4,1725.5,13804.0,Bed & Breakfast,Non-refundable,73,2,10,"High Floor, Connecting Rooms, Late Checkout",Cash on Arrival,1,Full,1725.5,1,1,3,7.0,0
BK002284,Mountain View Lodge,2023-06-18,2023-11-07,2023-11-21,UAE,Phone Booking,Executive Suite,3,0,14,3,227.5,3185.0,Half Board,Non-refundable,142,5,2,"None, Late Checkout",Cash on Arrival,0,Full,227.5,0,1,2,,0
BK002285,Boutique Hotel Central,2023-12-08,2024-02-02,2024-02-05,South Korea,Booking.com,Twin Room,2,3,3,5,351.6,1054.8,Full Board,Moderate,56,4,3,"None, Early Check-in",Bank Transfer,0,No Deposit,351.6,1,1,2,,0
BK002286,Seaside Resort,2023-05-15,2024-03-04,2024-03-06,Germany,Hotels.com,Presidential Suite,1,1,2,2,542.5,1085.0,Bed & Breakfast,Strict,294,3,7,None,PayPal,1,Full,542.5,0,2,0,5.0,1
BK002287,Boutique Hotel Central,2023-10-26,2024-10-17,2024-10-28,USA,Kayak,Standard,2,1,11,3,412.0,4532.0,All Inclusive,Moderate,357,0,4,"Airport Pickup, Connecting Rooms, Extra Bed",Debit Card,1,No Deposit,412.0,0,0,3,7.0,1
BK002288,Modern Stays,2024-02-09,2024-10-15,2024-10-22,UAE,Kayak,Standard,4,1,7,5,288.0,2016.0,Bed & Breakfast,Moderate,249,4,6,None,Credit Card,0,Full,288.0,0,0,1,,1
BK002289,Grand Plaza Hotel,2024-11-23,2025-08-15,2025-08-20,Japan,Travel Agency,Suite,4,2,5,6,950.0,4750.0,All Inclusive,Moderate,265,1,3,"Baby Cot, High Floor, Early Check-in",Bank Transfer,0,Full,950.0,1,2,3,,1
BK002290,Modern Stays,2024-07-07,2025-05-12,2025-05-19,Italy,Expedia,Family Room,4,0,7,4,451.8,3162.6,Half Board,Strict,309,3,9,None,Cash on Arrival,1,Full,451.8,0,1,1,3.0,1
BK002291,City Center Inn,2023-05-30,2023-10-10,2023-10-20,France,Expedia,Studio,2,2,10,4,136.5,1365.0,Room Only,Flexible,133,0,5,"Connecting Rooms, None",Bank Transfer,1,Partial,136.5,0,2,2,3.0,0
